	Movie	Review	Predicted
5638	Celeste and Jesse Forever	Not a laugh-a-minute comedy, but I was surprised how many times I laughed out loud. Good performances, enjoyable plot and comedy, look forward to more of Rashida Jones' and Will McCormack's scripts.	2
5639	Un Chien Andalou	it's very interesting movie. It's totally absurd but there is a story behind it! I didn't understand everything but understood something true about the movie by reading the story.	2
5640	The Matrix	Best sci-fi movie ever!	2
5641	No Country for Old Men	This film has great personal significance for me.  Though when I first saw it in the theatres, I found it very straightforward and simple, it was still stunning and thrilling (Javier Bardem's character was terrifying and fascinating).  A great storyline, a great neo-western, outstanding cinematography, a perfect ending (though many people wanted to good guy to win and the bad guy to lose, it ended up being a bit more complex than that).  Bravo, etcetera, etcetera.	2
5642	Jaws	The ocean just isn't the same	0
5643	Terminator 2: Judgment Day	aali bood. ye filme kamel bood, ba hameye parameterhaye ye filme khoob. nesbat be filme aval kheili pishraft karde, hata rizakaariaash.   az Schwarzenegger khosham miad, az mardane nike roozegare :)	1
5644	The Wizard of Oz	love the technicolor!	2
5645	Mysterious Skin	Lovely movie	2
5646	Sin City	nice translation from comic to screen. great job. 	2
5647	Dirty Harry	I love this movie. So many classic lines.	2
5648	True Romance	lalala	1
5649	Gladiator	Very powerful an entertaining.   Good political study.	2
5650	Killer of Sheep	The emperor is wearing no clothes.	1
5651	Logan	Top 100  no:96	0
5652	The Thaw	Extremely stupid movie but an interesting concept that is actually based on reality, just too bad it's completely destroyed by a typical horrible hollywood horror movie script, actors, story, moronic actions etc, but people who hate the movie because of the so-called political propaganda are if possible even dumber than the characters in this movie.	0
5653	Brick	Amazing movie! I love it!!!	2
5654	Yesterday	Awesome movie. Funny, yet without the normal stupid Hollywood standard parts. Well, almost. But good enough!	2
5655	Ford v Ferrari	The racing sequences are great, but its really the lead-up to the climactic race that does the heavy lifting. The race is almost an afterthought, with the real conflict of the film being not between Ford and Ferrari, but between Ford and the race team the company's assembling. The film is ultimately about drawing the distinction between the art of racing ( a body moving through space a time) and the machinations of industry that undergird that experience's existence.	1
5656	South Park: Bigger, Longer, and Uncut	The best comedy and/or musical ever made. Almost hands-down.	2
5657	Primer	Though I always enjoy a good time-travel flick, I enjoyed this movie more for the revolutionary writing that I hope inspires future filmmakers. This film made me feel like I was watching the result of a sudoku puzzle being ran through a movie projector. It makes the viewer itch for complete understanding and capitalizes on rewatchability.	2
5658	We Own the Night	Bunch of stereotypes thrown together to create a cliché plot with very cliché characters.	0
5659	Jaws	The father of the modern summer blockbuster.	2
5660	God Bless America	well this movie as in all doesn't have good acting nor script,but what i like most about it is that it reflects us,how we are so braindead and inspired by media.hope to see more movies like this,because it has a message which defines us...sorry for my bad english	2
5661	The Prestige	Excellent movie, it will definitely put your brain to work.	2
5662	The Net	I don't think the makers of this movie actually know anything about the internet. It was painful to watch but difficult to turn away from; in other words, it was a complete train wreck.	0
5663	Arctic Monkeys at the Apollo	Only for Arctic Monkeys fans	1
5664	Donnie Darko	An intense sci-fi.	2
5665	Batman Begins	Bloody excellent.	2
5666	Frida	I haven't seen the movie, I just hate the way frida looks. There goes my sex fantasies of Salma Hayk :(	0
5667	Major Payne	loved it, hilarious	2
5668	Laura	My favorite film noir of all time is The Killers with Burt Lancaster and the gorgeous Eva Gardner.  But Laura has got to the be my second favorie.  Gene Tierney is hot and Dana Andrews is so perfect as the detective.  	2
5669	Signs	With few special effects for a sci-fi movie, Signs is highly effective at building suspense and creating Hitchcock-style, heart pounding moments.	2
5670	Tucker & Dale vs Evil	Interesting premise, and nice casting with Labine and Tudyk. It has a few funny moments, but it feels very repetitive, which is a big failure for such a short film. It's a shame, this had potential.	0
5671	Scott Pilgrim vs. the World	Original, different, stripbook style movie	2
5672	Requiem for a Dream	One of the most memorable scores I can remember, but I wasn't very keen on the pacing, acting, or script. Resides in mediocrity.	0
5673	The Nightmare Before Christmas	favorite	2
5674	Moonlight	I cried. beautiful!	2
5675	Thor: Ragnarok		1
5676	Casino	Very good!	2
5677	The Godfather	Don Corleone losses his elder son and is attacked by rival gang...in this condition, his other son takes the charge and comes in command.he starts punishing the people who killed his brother and attacked his father. With the course of time, he becomes 'The Godfather'	2
5678	Tropic Thunder	If you've ever worked in theater, you will totally know all of these characters! This movie was hilarious, and really a joy to watch. I won't say Oscars, but it was a really good time at the cinema. 	2
5679	Farewell, My Queen	More of a fascinating study of obsession than a detailed examination of the fall of Marie Antoinette. Great performances, and quietly rapturous. 	2
5680	RoboCop 3	One Word: Why?	1
5681	The Matrix	there hasn't been a movie since that has really given me such a broad spectrum of intellectual, visual, emotional, and even spiritual entertainment all in one package.. honestly forever a classic. 	2
5682	Arrival	Tight, beautifully shot, and left me thinking for days afterwards.	2
5683	Close Encounters of the Third Kind	movie was garbage	0
5684	The Last Winter	Strong atmosphere and a decent musical score weren't enough to save this movie from a story so astonishingly bad that only Al Gore could appreciate it.	0
5685	Drive	Openening sequence is great... its all downhill from there. The writing, especially the bad guys dialogue, is terrible. It sounds like a 14 year old trying to imagine what a bad guy sounds like. 	2
5686	Regression	"It would be good movie, but where is the first structure of script? We couldn't even meet characters in the beginning of movie; thus, it didn't work well, yet not bad.
"	2
5687	Band of Brothers	"One of the most poignant displays of courage and heroism ever portrayed on the small screen. Really really entertaining as well. Hanks takes the grit and drama of Saving Private Ryan and elaborates upon it in every way possible. Historically accurate and cinematically unparalleled. I would suggest watching one or two episodes at a time. You'll want time to digest each one...
"	2
5688	Toy Story	One of the best animated movies i've seen, ahead of its time.	2
5689	The Sword in the Stone	A childhood obsession. The movie I've seen every day, for years, unrelentlessly. The ÜberVHS. The curse of my family. The thing that made my world go round.	2
5690	We Own the Night	Bunch of stereotypes thrown together to create a cliché plot with very cliché characters.	0
5691	Jaws	The father of the modern summer blockbuster.	2
5692	Starship Troopers	I don't do comments as you can tell, BUT. I have to say this is probabaly one of the more hated movie among my peers. Too bad. What you don't see is that this is one of the greatest movies ever made. Think not? Ever see an Ed Wood movie? Crap....,but cult crap held in high regard and looked to as an inspiration. This is the movie Ed Wood or Robert Lippert would have made if they had the technology and the money. If you watch those 50's sci-fi B movies over and over you know where this came fr	0
5693	Trainspotting	great second film.  too bad danny boyle bust his nut with this movie.  everything else he's made is rubbish.	0
5694	True Romance	My favorite least known movie. Since I heard of this movie from my movie friend Adam, I have preached the greatness of this movie like it was a religion. Hero arc, soundtrack, great actors, great dialogue, and great camera/lighting...nothing not to like. Bloody and violent but if you would enjoy this movie enjoy it fully and watch the unrated version which has one of the most pivotal but violent scenes that I think is necessary	2
